0.50 2.536134 0.756000 79.781998
0.525 2.736941 1.495000 96.721252
0.55 3.671947 1.785385 99.927696
0.60 4.098154 2.416451 100.000000
0.65 4.761610 2.312941 100.000000
0.70 4.681759 1.808889 100.000000
0.75 3.499930 2.076250 100.000000
0.80 5.429829 3.056818 100.000000
0.85 5.967142 2.096842 100.000000
0.90 4.890480 1.975454 100.000000
0.95 5.396052 1.279000 100.000000
