0.815254 210 115.324539 3.112137 94.726463 5.25 100.00 754
0.858518 249 136.672134 2.355206 112.352493 8.27 100.00 804
0.765822 194 73.796745 3.026939 120.241257 7.28 100.00 735
0.732909 152 68.707184 1.820903 83.312668 9.50 100.00 685
0.669128 127 7.133333 2.929352 119.902359 7.17 99.73 653
0.988637 374 241.271774 3.246901 132.767838 6.87 100.00 945
0.685612 143 49.262432 1.958056 93.757957 10.39 100.00 672
0.911332 312 209.945953 2.119031 102.075989 8.64 100.00 875
0.724019 149 35.694595 2.587487 113.334869 7.96 100.00 681
0.626121 95 -6.983957 1.948329 102.002518 6.73 1.33 615
0.99994 373 232.242020 3.704765 140.806595 5.28 100.00 953
0.853062 260 154.509689 2.930783 105.530899 9.06 100.00 817
0.592991 85 -21.455999 2.610667 106.487923 6.25 0 603
0.785284 201 72.679451 2.805754 128.351135 9.42 100.00 743
0.555793 16 -60.891304 2.017400 76.917694 7.30 0 519
0.587844 67 -11.571031 2.770524 78.619728 8.65 0 582
0.749779 155 59.082821 2.438638 95.948082 16.41 100.00 689
0.930393 328 195.451355 3.044219 132.583511 6.80 100.00 900
0.574478 78 -6.653117 2.603093 84.693024 7.75 0 594
0.640288 93 23.209116 1.997099 69.819374 6.51 100.00 612
0.574126 19 -72.953926 1.826896 91.972023 6.81 0 523
0.852618 256 143.339676 4.295154 112.741951 8.22 100.00 810
0.593107 54 -24.646900 2.707717 78.693375 7.01 0 565
0.866993 290 209.431366 2.334144 80.602333 9.84 100.00 855
0.810381 244 132.265198 2.640270 111.765907 8.12 100.00 800
0.915879 309 182.921188 2.656911 126.106720 7.07 100.00 879
0.717617 209 114.665749 3.366182 94.394127 9.04 100.00 754
0.875461 271 133.194733 2.878172 137.835236 5.47 100.00 824
0.928607 321 189.842667 3.956219 131.216827 6.25 100.00 888
0.577116 14 -64.967476 3.338513 79.037827 7.51 0 517
0.797445 229 122.120964 2.326200 106.904274 6.29 100.00 779
0.600466 59 -31.202187 2.254396 90.230278 8.50 0 571
0.858587 260 161.843399 2.610675 98.191208 8.08 100.00 817
0.705115 101 -10.839572 2.236891 111.861877 6.73 0 622
0.658785 84 -9.059621 1.516834 93.071945 7.75 0 602
0.992757 373 255.713516 2.832080 117.320580 7.26 100.00 953
0.985329 366 238.994522 3.219950 127.046181 8.52 100.00 944
0.90876 297 201.447510 3.461499 95.614990 9.72 100.00 859
0.852799 263 141.409836 2.469830 121.615181 7.10 100.00 826
0.992491 373 223.758911 2.754008 149.266434 8.29 100.00 953
0.821117 257 146.404434 3.068184 110.638000 8.14 100.00 817
0.878754 273 156.011230 2.995755 117.027008 11.44 100.00 828
0.891978 297 200.030731 3.020314 97.016167 8.90 100.00 866
0.84571 243 117.231384 2.481331 125.793030 4.81 100.00 800
0.9011 265 141.983475 2.275194 123.037506 6.44 100.00 833
0.652921 132 10.167979 2.406816 121.855728 4.98 99.73 660
0.670898 135 27.033520 2.090124 107.986656 10.05 100.00 665
0.67388 79 -18.688524 2.132909 97.711746 8.27 0 596
0.672073 100 6.598315 2.547332 93.436317 9.87 97.47 622
